Timestamp;WebRequestCount
2019-09-25 00:00:00;2352479.00
2019-09-26 00:00:00;751094.00
2019-09-27 00:00:00;445357.00
2019-09-28 00:00:00;24910.00
2019-09-29 00:00:00;24454.00
2019-09-30 00:00:00;704033.00
2019-10-01 00:00:00;880230.00
2019-10-02 00:00:00;126708.00
2019-10-03 00:00:00;639111.00
2019-10-04 00:00:00;419116.00
2019-10-05 00:00:00;29184.00
2019-10-06 00:00:00;24876.00
2019-10-07 00:00:00;628600.00
2019-10-08 00:00:00;73498.00
2019-10-09 00:00:00;454623.00
2019-10-10 00:00:00;541626.00
2019-10-11 00:00:00;739941.00
2019-10-12 00:00:00;29020.00
2019-10-13 00:00:00;23331.00
2019-10-14 00:00:00;795493.00
2019-10-15 00:00:00;610923.00
2019-10-16 00:00:00;400611.00
2019-10-17 00:00:00;487131.00
2019-10-18 00:00:00;583212.00
2019-10-19 00:00:00;70135.00
2019-10-20 00:00:00;50137.00
2019-10-21 00:00:00;864399.00
2019-10-22 00:00:00;809733.00
2019-10-23 00:00:00;475258.00
2019-10-24 00:00:00;351640.00
2019-10-25 00:00:00;310502.00
2019-10-26 00:00:00;46071.00
2019-10-27 00:00:00;19125.00
2019-10-28 00:00:00;42874.00
2019-10-29 00:00:00;251235.00
2019-10-30 00:00:00;245332.00
2019-10-31 00:00:00;337409.00
2019-11-01 00:00:00;508722.00
2019-11-02 00:00:00;24336.00
2019-11-03 00:00:00;19060.00
2019-11-04 00:00:00;444090.00
2019-11-05 00:00:00;456878.00
2019-11-06 00:00:00;692158.00
2019-11-07 00:00:00;326931.00
2019-11-08 00:00:00;461155.00
2019-11-09 00:00:00;28290.00
2019-11-10 00:00:00;20637.00
2019-11-11 00:00:00;344556.00
2019-11-12 00:00:00;271426.00
2019-11-13 00:00:00;265138.00
2019-11-14 00:00:00;293619.00
2019-11-15 00:00:00;288451.00
2019-11-16 00:00:00;18644.00
2019-11-17 00:00:00;18575.00
2019-11-18 00:00:00;339885.00
2019-11-19 00:00:00;293954.00
2019-11-20 00:00:00;134782.00
2019-11-21 00:00:00;323348.00
2019-11-22 00:00:00;282087.00
2019-11-23 00:00:00;15970.00
2019-11-24 00:00:00;20098.00
2019-11-25 00:00:00;304013.00
2019-11-26 00:00:00;326025.00
2019-11-27 00:00:00;295462.00
2019-11-28 00:00:00;238411.00
2019-11-29 00:00:00;249739.00
2019-11-30 00:00:00;9976.00
2019-12-01 00:00:00;16969.00
2019-12-02 00:00:00;287421.00
